HGNC ID	Approved symbol	Approved name	OMIM ID(supplied by OMIM)	MANE Select Ensembl transcript ID (supplied by NCBI)	MANE Select RefSeq transcript ID (supplied by NCBI)
HGNC:15472	ALDH1A2	aldehyde dehydrogenase 1 family member A2	603687	ENST00000249750.9	NM_003888.4
HGNC:27515	ALDH1A2-AS1	ALDH1A2 antisense RNA 1			
HGNC:409	ALDH1A3	aldehyde dehydrogenase 1 family member A3	600463	ENST00000329841.10	NM_000693.4
HGNC:55416	ALDH1A3-AS1	ALDH1A3 antisense RNA 1			
HGNC:407	ALDH1B1	aldehyde dehydrogenase 1 family member B1	100670	ENST00000377698.4	NM_000692.5
HGNC:3978	ALDH1L1	aldehyde dehydrogenase 1 family member L1	600249	ENST00000393434.7	NM_012190.4
HGNC:40244	ALDH1L1-AS1	ALDH1L1 antisense RNA 1			
HGNC:42446	ALDH1L1-AS2	ALDH1L1 antisense RNA 2			
HGNC:26777	ALDH1L2	aldehyde dehydrogenase 1 family member L2	613584	ENST00000258494.14	NM_001034173.4
HGNC:404	ALDH2	aldehyde dehydrogenase 2 family member	100650	ENST00000261733.7	NM_000690.4
HGNC:405	ALDH3A1	aldehyde dehydrogenase 3 family member A1	100660	ENST00000225740.11	NM_000691.5
HGNC:403	ALDH3A2	aldehyde dehydrogenase 3 family member A2	609523	ENST00000176643.11	NM_000382.3
HGNC:410	ALDH3B1	aldehyde dehydrogenase 3 family member B1	600466	ENST00000342456.11	NM_000694.4
HGNC:411	ALDH3B2	aldehyde dehydrogenase 3 family member B2	601917		
HGNC:406	ALDH4A1	aldehyde dehydrogenase 4 family member A1	606811	ENST00000375341.8	NM_003748.4
HGNC:408	ALDH5A1	aldehyde dehydrogenase 5 family member A1	610045	ENST00000357578.8	NM_001080.3
HGNC:7179	ALDH6A1	aldehyde dehydrogenase 6 family member A1	603178	ENST00000553458.6	NM_005589.4
HGNC:877	ALDH7A1	aldehyde dehydrogenase 7 family member A1	107323	ENST00000409134.8	NM_001182.5
HGNC:878	ALDH7A1P1	aldehyde dehydrogenase 7 family member A1 pseudogene 1			
HGNC:879	ALDH7A1P2	aldehyde dehydrogenase 7 family member A1 pseudogene 2			
HGNC:880	ALDH7A1P3	aldehyde dehydrogenase 7 family member A1 pseudogene 3			
HGNC:881	ALDH7A1P4	aldehyde dehydrogenase 7 family member A1 pseudogene 4			
HGNC:15471	ALDH8A1	aldehyde dehydrogenase 8 family member A1	606467	ENST00000265605.7	NM_022568.4
HGNC:412	ALDH9A1	aldehyde dehydrogenase 9 family member A1	602733	ENST00000354775.5	NM_000696.4
HGNC:28114	ALDH16A1	aldehyde dehydrogenase 16 family member A1	613358	ENST00000293350.9	NM_153329.4
HGNC:9722	ALDH18A1	aldehyde dehydrogenase 18 family member A1	138250	ENST00000371224.7	NM_002860.4
HGNC:413	ALDL1	symbol withdrawn, see [HGNC:66](/data/gene-symbol-report/#!/hgnc_id/HGNC:66)			
HGNC:414	ALDOA	aldolase, fructose-bisphosphate A	103850	ENST00000642816.3	NM_001243177.4
HGNC:415	ALDOAP1	ALDOA pseudogene 1			
HGNC:416	ALDOAP2	ALDOA pseudogene 2			
HGNC:417	ALDOB	aldolase, fructose-bisphosphate B	612724	ENST00000647789.2	NM_000035.4
HGNC:418	ALDOC	aldolase, fructose-bisphosphate C	103870	ENST00000226253.9	NM_005165.3
HGNC:419	ALDR1	symbol withdrawn, see [HGNC:381](/data/gene-symbol-report/#!/hgnc_id/HGNC:381)			
HGNC:421	ALDRL2	aldehyde reductase (aldose reductase)-like 2			
HGNC:424	ALDRL5	aldehyde reductase (aldose reductase)-like 5			
HGNC:426	ALFN1	activator of liver function 1 (hepatic phenotype restoration inducing sequence)			
HGNC:18294	ALG1	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase	605907	ENST00000262374.10	NM_019109.5
HGNC:33721	ALG1L	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase like			
HGNC:37258	ALG1L2	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase like 2		ENST00000425059.1	NM_001136152.1
HGNC:44372	ALG1L3P	ALG1 like 3, pseudogene			
HGNC:44374	ALG1L5P	ALG1 like 5, pseudogene			
HGNC:44375	ALG1L6P	ALG1 like 6, pseudogene			
HGNC:44376	ALG1L7P	ALG1 like 7, pseudogene			
HGNC:44377	ALG1L8P	ALG1 like 8, pseudogene			
HGNC:44378	ALG1L9P	ALG1 like 9, pseudogene			
HGNC:44379	ALG1L10P	ALG1 like 10, pseudogene			
HGNC:44380	ALG1L11P	ALG1 like 11, pseudogene			
HGNC:44381	ALG1L12P	ALG1 like 12, pseudogene			
HGNC:44382	ALG1L13P	ALG1 like 13, pseudogene			
HGNC:44383	ALG1L14P	ALG1 like 14, pseudogene			
HGNC:44384	ALG1L15P	ALG1 like 15, pseudogene			
HGNC:23159	ALG2	ALG2 alpha-1,3/1,6-mannosyltransferase	607905	ENST00000476832.2	NM_033087.4
HGNC:23056	ALG3	ALG3 alpha-1,3- mannosyltransferase	608750	ENST00000397676.8	NM_005787.6
HGNC:45159	ALG3P1	ALG3 pseudogene 1			
HGNC:20266	ALG5	ALG5 dolichyl-phosphate beta-glucosyltransferase	604565	ENST00000239891.4	NM_013338.5
HGNC:23157	ALG6	ALG6 alpha-1,3-glucosyltransferase	604566	ENST00000263440.6	NM_013339.4
HGNC:23161	ALG8	ALG8 alpha-1,3-glucosyltransferase	608103	ENST00000299626.10	NM_024079.5
HGNC:15672	ALG9	ALG9 alpha-1,2-mannosyltransferase	606941	ENST00000616540.5	NM_024740.2
HGNC:41409	ALG9-IT1	ALG9 intronic transcript 1			
HGNC:23162	ALG10	ALG10 alpha-1,2-glucosyltransferase	618355	ENST00000266483.7	NM_032834.4
HGNC:31088	ALG10B	ALG10 alpha-1,2-glucosyltransferase B	603313	ENST00000308742.9	NM_001013620.4
HGNC:32456	ALG11	ALG11 alpha-1,2-mannosyltransferase	613666	ENST00000521508.2	NM_001004127.3
HGNC:19358	ALG12	ALG12 alpha-1,6-mannosyltransferase	607144	ENST00000330817.11	NM_024105.4
HGNC:30881	ALG13	ALG13 UDP-N-acetylglucosaminyltransferase subunit	300776	ENST00000394780.8	NM_001099922.3
HGNC:41277	ALG13-AS1	ALG13 antisense RNA 1			
HGNC:28287	ALG14	ALG14 UDP-N-acetylglucosaminyltransferase subunit	612866	ENST00000370205.6	NM_144988.4
HGNC:41192	ALG14-AS1	ALG14 antisense RNA 1			
HGNC:427	ALK	ALK receptor tyrosine kinase	105590	ENST00000389048.8	NM_004304.5
HGNC:33775	ALKAL1	ALK and LTK ligand 1	619670	ENST00000358543.9	NM_207413.4
HGNC:27683	ALKAL2	ALK and LTK ligand 2	619671	ENST00000403610.9	NM_001002919.3
HGNC:17911	ALKBH1	alkB homolog 1, histone H2A dioxygenase	605345	ENST00000216489.8	NM_006020.3
HGNC:32487	ALKBH2	alkB homolog 2, alpha-ketoglutarate dependent dioxygenase	610602	ENST00000429722.3	NM_001145374.2
HGNC:30141	ALKBH3	alkB homolog 3, alpha-ketoglutarate dependent dioxygenase	610603	ENST00000302708.9	NM_139178.4
HGNC:48670	ALKBH3-AS1	ALKBH3 antisense RNA 1			
HGNC:21900	ALKBH4	alkB homolog 4, lysine demethylase	613302	ENST00000292566.4	NM_017621.4
HGNC:25996	ALKBH5	alkB homolog 5, RNA demethylase	613303	ENST00000399138.5	NM_017758.4
HGNC:28243	ALKBH6	alkB homolog 6	613304	ENST00000378875.8	NM_032878.5
HGNC:21306	ALKBH7	alkB homolog 7	613305	ENST00000245812.8	NM_032306.4
HGNC:25189	ALKBH8	alkB homolog 8, tRNA methyltransferase	613306	ENST00000428149.7	NM_138775.3
HGNC:17377	ALLC	allantoicase	612396	ENST00000252505.4	NM_018436.4
HGNC:428	ALMS1	ALMS1 centrosome and basal body associated protein	606844	ENST00000613296.6	NM_001378454.1
HGNC:41305	ALMS1-IT1	ALMS1 intronic transcript 1			
HGNC:29586	ALMS1P1	ALMS1 pseudogene 1			
HGNC:435	ALOX5	arachidonate 5-lipoxygenase	152390	ENST00000374391.7	NM_000698.5
HGNC:436	ALOX5AP	arachidonate 5-lipoxygenase activating protein	603700	ENST00000380490.5	NM_001629.4
HGNC:429	ALOX12	arachidonate 12-lipoxygenase, 12S type	152391	ENST00000251535.11	NM_000697.3
HGNC:51342	ALOX12-AS1	ALOX12 antisense RNA 1			
HGNC:430	ALOX12B	arachidonate 12-lipoxygenase, 12R type	603741	ENST00000647874.1	NM_001139.3
HGNC:431	ALOX12P1	arachidonate 12-lipoxygenase pseudogene 1			
HGNC:432	ALOX12P2	arachidonate 12-lipoxygenase pseudogene 2			
HGNC:433	ALOX15	arachidonate 15-lipoxygenase	152392	ENST00000293761.8	NM_001140.5
HGNC:434	ALOX15B	arachidonate 15-lipoxygenase type B	603697	ENST00000380183.9	NM_001141.3
HGNC:13742	ALOX15P1	arachidonate 15-lipoxygenase pseudogene 1			
HGNC:39027	ALOX15P2	arachidonate 15-lipoxygenase pseudogene 2			
HGNC:13743	ALOXE3	arachidonate lipoxygenase 3	607206	ENST00000448843.7	NM_021628.3
HGNC:44238	ALOXE3P1	arachidonate lipoxygenase 3 pseudogene 1			
HGNC:441	ALPG	alkaline phosphatase, germ cell	171810	ENST00000295453.8	NM_031313.3
HGNC:437	ALPI	alkaline phosphatase, intestinal	171740	ENST00000295463.4	NM_001631.5
HGNC:20917	ALPK1	alpha kinase 1	607347	ENST00000650871.1	NM_025144.4
HGNC:20565	ALPK2	alpha kinase 2		ENST00000361673.4	NM_052947.4
HGNC:17574	ALPK3	alpha kinase 3	617608	ENST00000258888.6	NM_020778.5
HGNC:438	ALPL	alkaline phosphatase, biomineralization associated	171760	ENST00000374840.8	NM_000478.6
HGNC:439	ALPP	alkaline phosphatase, placental	171800	ENST00000392027.3	NM_001632.5
HGNC:440	ALPPL1	alkaline phosphatase, placental-like 1			
HGNC:14016	ALPPP	alkaline phosphatase, pseudogene			
HGNC:442	ALS1	symbol withdrawn, see [HGNC:11179](/data/gene-symbol-report/#!/hgnc_id/HGNC:11179)			
HGNC:443	ALS2	alsin Rho guanine nucleotide exchange factor ALS2	606352	ENST00000264276.11	NM_020919.4
HGNC:20605	ALS2CL	ALS2 C-terminal like	612402	ENST00000318962.9	NM_147129.5
HGNC:13204	ALS2CR1	symbol withdrawn, see [HGNC:13390](/data/gene-symbol-report/#!/hgnc_id/HGNC:13390)			
HGNC:14433	ALS2CR6	symbol withdrawn, see [HGNC:443](/data/gene-symbol-report/#!/hgnc_id/HGNC:443)			
HGNC:14441	ALS2CR14	symbol withdrawn, see [HGNC:14442](/data/gene-symbol-report/#!/hgnc_id/HGNC:14442)			
HGNC:14443	ALS2CR16	symbol withdrawn, see [HGNC:20681](/data/gene-symbol-report/#!/hgnc_id/HGNC:20681)			
HGNC:14444	ALS2CR17	symbol withdrawn, see [HGNC:20681](/data/gene-symbol-report/#!/hgnc_id/HGNC:20681)			
HGNC:14445	ALS2CR18	symbol withdrawn, see [HGNC:14436](/data/gene-symbol-report/#!/hgnc_id/HGNC:14436)			
HGNC:444	ALS3	amyotrophic lateral sclerosis 3 (autosomal dominant)			
HGNC:446	ALS5	symbol withdrawn, see [HGNC:11226](/data/gene-symbol-report/#!/hgnc_id/HGNC:11226)			
HGNC:34540	ALS6	symbol withdrawn, see [HGNC:4010](/data/gene-symbol-report/#!/hgnc_id/HGNC:4010)			
HGNC:34539	ALS7	amyotrophic lateral sclerosis 7			
HGNC:448	ALUNC	symbol withdrawn, see [HGNC:5172](/data/gene-symbol-report/#!/hgnc_id/HGNC:5172)			
HGNC:1494	ALX1	ALX homeobox 1	601527	ENST00000316824.4	NM_006982.3
HGNC:449	ALX3	ALX homeobox 3	606014	ENST00000647563.2	NM_006492.3
HGNC:450	ALX4	ALX homeobox 4	605420	ENST00000652299.1	NM_021926.4
HGNC:19071	ALYREF	Aly/REF export factor	604171	ENST00000505490.3	NM_005782.4
HGNC:451	AMACR	alpha-methylacyl-CoA racemase	604489	ENST00000335606.11	NM_014324.6
HGNC:452	AMBN	ameloblastin	601259	ENST00000322937.10	NM_016519.6
HGNC:453	AMBP	alpha-1-microglobulin/bikunin precursor	176870	ENST00000265132.8	NM_001633.4
HGNC:25990	AMBRA1	autophagy and beclin 1 regulator 1	611359	ENST00000683756.1	NM_001387011.1
HGNC:454	AMCD1	symbol withdrawn, see [HGNC:12011](/data/gene-symbol-report/#!/hgnc_id/HGNC:12011)			
HGNC:455	AMCD2B	symbol withdrawn, see [HGNC:11946](/data/gene-symbol-report/#!/hgnc_id/HGNC:11946)			
HGNC:456	AMCN	arthrogryposis multiplex congenita, neurogenic			
HGNC:457	AMD1	adenosylmethionine decarboxylase 1	180980	ENST00000368885.8	NM_001634.6
HGNC:44898	AMD1P1	adenosylmethionine decarboxylase 1 pseudogene 1			
HGNC:460	AMD1P2	adenosylmethionine decarboxylase 1 pseudogene 2			
HGNC:51608	AMD1P3	adenosylmethionine decarboxylase 1 pseudogene 3			
HGNC:51609	AMD1P4	adenosylmethionine decarboxylase 1 pseudogene 4			
HGNC:458	AMD2	symbol withdrawn, see [HGNC:460](/data/gene-symbol-report/#!/hgnc_id/HGNC:460)			
HGNC:28577	AMDHD1	amidohydrolase domain containing 1		ENST00000266736.7	NM_152435.3
HGNC:24262	AMDHD2	amidohydrolase domain containing 2		ENST00000293971.11	NM_001330449.2
HGNC:459	AMDM	symbol withdrawn, see [HGNC:7944](/data/gene-symbol-report/#!/hgnc_id/HGNC:7944)			
HGNC:461	AMELX	amelogenin X-linked	300391	ENST00000380714.7	NM_001142.2
HGNC:462	AMELY	amelogenin Y-linked	410000	ENST00000651267.2	NM_001143.2
HGNC:26837	AMER1	APC membrane recruitment protein 1	300647	ENST00000374869.8	NM_152424.4
HGNC:26360	AMER2	APC membrane recruitment protein 2	614659	ENST00000515384.2	NM_152704.4
HGNC:26771	AMER3	APC membrane recruitment protein 3		ENST00000321420.5	NM_152698.3
HGNC:463	AMFR	autocrine motility factor receptor	603243	ENST00000290649.10	NM_001144.6
HGNC:464	AMH	anti-Mullerian hormone	600957	ENST00000221496.5	NM_000479.5
HGNC:465	AMHR2	anti-Mullerian hormone receptor type 2	600956	ENST00000257863.9	NM_020547.3
HGNC:20824	AMIGO1	adhesion molecule with Ig like domain 1	615689	ENST00000369864.5	NM_020703.4
HGNC:24073	AMIGO2	adhesion molecule with Ig like domain 2	615690	ENST00000550413.2	NM_001370299.1
HGNC:24075	AMIGO3	adhesion molecule with Ig like domain 3	615691	ENST00000320431.8	NM_198722.3
HGNC:466	AMLCR2	acute myeloid leukemia chromosome region 2			
HGNC:467	AMMECR1	AMMECR nuclear protein 1	300195	ENST00000262844.10	NM_015365.3
HGNC:41306	AMMECR1-IT1	AMMECR1 intronic transcript 1			
HGNC:28658	AMMECR1L	AMMECR1 like		ENST00000272647.10	NM_001199140.2
HGNC:39809	AMMECR1LP1	AMMECR1 like pseudogene 1			
HGNC:14604	AMN	amnion associated transmembrane protein	605799	ENST00000299155.10	NM_030943.4
HGNC:27281	AMN1	antagonist of mitotic exit network 1 homolog		ENST00000281471.11	NM_001113402.2
HGNC:17810	AMOT	angiomotin	300410	ENST00000371959.9	NM_001113490.2
HGNC:17811	AMOTL1	angiomotin like 1	614657	ENST00000433060.3	NM_130847.3
HGNC:17812	AMOTL2	angiomotin like 2	614658	ENST00000249883.10	NM_016201.4
HGNC:468	AMPD1	adenosine monophosphate deaminase 1	102770	ENST00000520113.7	NM_000036.3
HGNC:469	AMPD2	adenosine monophosphate deaminase 2	102771	ENST00000528667.7	NM_001368809.2
HGNC:470	AMPD3	adenosine monophosphate deaminase 3	102772	ENST00000396553.7	NM_001025389.2
HGNC:471	AMPH	amphiphysin	600418	ENST00000356264.7	NM_001635.4
HGNC:472	AMPHL	symbol withdrawn, see [HGNC:1052](/data/gene-symbol-report/#!/hgnc_id/HGNC:1052)			
HGNC:473	AMT	aminomethyltransferase	238310	ENST00000273588.9	NM_000481.4
HGNC:33188	AMTN	amelotin	610912	ENST00000339336.9	NM_212557.4
HGNC:474	AMY1A	amylase alpha 1A	104700	ENST00000370083.9	NM_004038.4
HGNC:475	AMY1B	amylase alpha 1B	104701	ENST00000330330.10	NM_001008218.2
HGNC:476	AMY1C	amylase alpha 1C	104702	ENST00000622339.5	NM_001008219.3
HGNC:477	AMY2A	amylase alpha 2A	104650	ENST00000414303.7	NM_000699.4
HGNC:478	AMY2B	amylase alpha 2B	104660	ENST00000684275.1	NM_001387437.1
HGNC:479	AMYP1	amylase alpha pseudogene 1			
HGNC:22231	AMZ1	archaelysin family metallopeptidase 1	615168	ENST00000683327.1	NM_001384743.1
HGNC:28041	AMZ2	archaelysin family metallopeptidase 2	615169	ENST00000359904.8	NM_016627.5
HGNC:26491	AMZ2P1	AMZ2 pseudogene 1			
HGNC:38072	AMZ2P2	AMZ2 pseudogene 2			
HGNC:54911	AMZ2P3	AMZ2 pseudogene 3			
HGNC:480	AN1	symbol withdrawn, see [HGNC:8620](/data/gene-symbol-report/#!/hgnc_id/HGNC:8620)			
HGNC:481	AN2	symbol withdrawn, see [HGNC:8620](/data/gene-symbol-report/#!/hgnc_id/HGNC:8620)			
HGNC:19988	ANAPC1	anaphase promoting complex subunit 1	608473	ENST00000341068.8	NM_022662.4
HGNC:44150	ANAPC1P1	ANAPC1 pseudogene 1			
HGNC:54708	ANAPC1P2	ANAPC1 pseudogene 2			
HGNC:54709	ANAPC1P3	ANAPC1 pseudogene 3			
HGNC:54710	ANAPC1P4	ANAPC1 pseudogene 4			
HGNC:54711	ANAPC1P5	ANAPC1 pseudogene 5			
HGNC:54712	ANAPC1P6	ANAPC1 pseudogene 6			
HGNC:19989	ANAPC2	anaphase promoting complex subunit 2	606946	ENST00000323927.3	NM_013366.4
HGNC:19990	ANAPC4	anaphase promoting complex subunit 4	606947	ENST00000315368.8	NM_013367.3
HGNC:15713	ANAPC5	anaphase promoting complex subunit 5	606948	ENST00000261819.8	NM_016237.5
HGNC:17380	ANAPC7	anaphase promoting complex subunit 7	606949	ENST00000455511.9	NM_016238.3
HGNC:24077	ANAPC10	anaphase promoting complex subunit 10	613745	ENST00000507656.6	NM_001256706.2
HGNC:33976	ANAPC10P1	anaphase promoting complex subunit 10 pseudogene 1			
HGNC:14452	ANAPC11	anaphase promoting complex subunit 11	614534	ENST00000344877.10	NM_001002248.3
HGNC:24540	ANAPC13	anaphase promoting complex subunit 13	614484	ENST00000354910.10	NM_015391.4
HGNC:24531	ANAPC15	anaphase promoting complex subunit 15	614717	ENST00000227618.9	NM_014042.3
HGNC:54888	ANAPC15P1	ANAPC15 pseudogene 1			
HGNC:54889	ANAPC15P2	ANAPC15 pseudogene 2			
HGNC:26976	ANAPC16	anaphase promoting complex subunit 16	613427	ENST00000299381.5	NM_173473.4
HGNC:482	ANCR	Angelman syndrome chromosome region			
HGNC:33355	ANE1	symbol withdrawn, see [HGNC:9848](/data/gene-symbol-report/#!/hgnc_id/HGNC:9848)			
HGNC:483	ANG	angiogenin	105850	ENST00000397990.5	NM_001097577.3
HGNC:19961	ANGEL1	angel homolog 1	619537	ENST00000251089.8	NM_015305.4
HGNC:30534	ANGEL2	angel homolog 2	619001	ENST00000366962.8	NM_144567.5
HGNC:484	ANGPT1	angiopoietin 1	601667	ENST00000517746.6	NM_001146.5
HGNC:485	ANGPT2	angiopoietin 2	601922	ENST00000629816.3	NM_001118887.2
HGNC:486	ANGPT3	symbol withdrawn, see [HGNC:489](/data/gene-symbol-report/#!/hgnc_id/HGNC:489)			
HGNC:487	ANGPT4	angiopoietin 4	603705	ENST00000381922.5	NM_015985.4
HGNC:488	ANGPT5	symbol withdrawn, see [HGNC:491](/data/gene-symbol-report/#!/hgnc_id/HGNC:491)			
HGNC:489	ANGPTL1	angiopoietin like 1	603874	ENST00000234816.7	NM_004673.4
HGNC:490	ANGPTL2	angiopoietin like 2	605001	ENST00000373425.8	NM_012098.3
HGNC:491	ANGPTL3	angiopoietin like 3	604774	ENST00000371129.4	NM_014495.4
HGNC:16039	ANGPTL4	angiopoietin like 4	605910	ENST00000301455.7	NM_139314.3
HGNC:19705	ANGPTL5	angiopoietin like 5	607666	ENST00000334289.7	NM_178127.5
HGNC:23140	ANGPTL6	angiopoietin like 6	609336	ENST00000253109.5	NM_031917.3
HGNC:24078	ANGPTL7	angiopoietin like 7	618517	ENST00000376819.4	NM_021146.4
HGNC:24933	ANGPTL8	angiopoietin like 8	616223	ENST00000252453.12	NM_018687.7
HGNC:40024	ANHX	anomalous homeobox		ENST00000545940.6	NM_001372060.1
HGNC:17627	ANIB1	aneurysm, intracranial berry 1			
HGNC:31941	ANIB2	aneurysm, intracranial berry 2			
HGNC:31942	ANIB3	aneurysm, intracranial berry 3			
HGNC:31943	ANIB4	aneurysm, intracranial berry 4			
HGNC:492	ANK1	ankyrin 1	612641	ENST00000289734.13	NM_000037.4
HGNC:493	ANK2	ankyrin 2	106410	ENST00000357077.9	NM_001148.6
HGNC:40076	ANK2-AS1	ANK2 antisense RNA 1			
HGNC:494	ANK3	ankyrin 3	600465	ENST00000280772.7	NM_020987.5
HGNC:54102	ANK3-DT	ANK3 divergent transcript			
HGNC:26350	ANKAR	ankyrin and armadillo repeat containing	609803	ENST00000684021.1	NM_001378068.1
HGNC:28002	ANKDD1A	ankyrin repeat and death domain containing 1A		ENST00000319580.13	NM_182703.6
HGNC:32525	ANKDD1B	ankyrin repeat and death domain containing 1B		ENST00000601380.4	NM_001276713.2
HGNC:15803	ANKEF1	ankyrin repeat and EF-hand domain containing 1		ENST00000378392.6	NM_022096.6
HGNC:26766	ANKFN1	ankyrin repeat and fibronectin type III domain containing 1		ENST00000682825.1	NM_001370326.1
HGNC:20763	ANKFY1	ankyrin repeat and FYVE domain containing 1	607927	ENST00000341657.9	NM_001330063.2
HGNC:15492	ANKH	ANKH inorganic pyrophosphate transport regulator	605145	ENST00000284268.8	NM_054027.6
HGNC:55234	ANKH-DT	ANKH divergent transcript			
HGNC:24714	ANKHD1	ankyrin repeat and KH domain containing 1	610500	ENST00000360839.7	NM_017747.3
HGNC:55564	ANKHD1-DT	ANKHD1 divergent transcript			
HGNC:33530	ANKHD1-EIF4EBP3	ANKHD1-EIF4EBP3 readthrough			
HGNC:22215	ANKIB1	ankyrin repeat and IBR domain containing 1		ENST00000265742.8	NM_019004.2
HGNC:21027	ANKK1	ankyrin repeat and kinase domain containing 1	608774	ENST00000303941.4	NM_178510.2
HGNC:14588	ANKL1	symbol withdrawn, see [HGNC:1350](/data/gene-symbol-report/#!/hgnc_id/HGNC:1350)			
HGNC:26812	ANKLE1	ankyrin repeat and LEM domain containing 1	619348	ENST00000404085.7	NM_152363.6
HGNC:29101	ANKLE2	ankyrin repeat and LEM domain containing 2	616062	ENST00000357997.10	NM_015114.3
HGNC:20987	ANKMY1	ankyrin repeat and MYND domain containing 1		ENST00000401804.6	NM_001282771.3
HGNC:25370	ANKMY2	ankyrin repeat and MYND domain containing 2		ENST00000306999.7	NM_020319.3
HGNC:13208	ANKRA2	ankyrin repeat family A member 2	605787	ENST00000296785.8	NM_023039.5
HGNC:15819	ANKRD1	ankyrin repeat domain 1	609599	ENST00000371697.4	NM_014391.3
HGNC:495	ANKRD2	ankyrin repeat domain 2	610734	ENST00000370655.6	NM_001346793.2
HGNC:17280	ANKRD6	ankyrin repeat domain 6	610583	ENST00000339746.9	NM_001242809.2
HGNC:18588	ANKRD7	ankyrin repeat domain 7	610731	ENST00000265224.9	NM_019644.4
HGNC:20096	ANKRD9	ankyrin repeat domain 9	618605	ENST00000286918.9	NM_152326.4
HGNC:20265	ANKRD10	ankyrin repeat domain 10		ENST00000267339.6	NM_017664.4
HGNC:39891	ANKRD10-IT1	ANKRD10 intronic transcript 1			
HGNC:21316	ANKRD11	ankyrin repeat domain containing 11	611192	ENST00000301030.10	NM_013275.6
HGNC:54737	ANKRD11P1	ANKRD11 pseudogene 1			
HGNC:54738	ANKRD11P2	ANKRD11 pseudogene 2			
HGNC:29135	ANKRD12	ankyrin repeat domain 12	610616	ENST00000262126.9	NM_015208.5
HGNC:21268	ANKRD13A	ankyrin repeat domain 13A	615123	ENST00000261739.9	NM_033121.2
HGNC:26363	ANKRD13B	ankyrin repeat domain 13B	615124	ENST00000394859.8	NM_152345.5
HGNC:25374	ANKRD13C	ankyrin repeat domain 13C	615125	ENST00000370944.9	NM_030816.5
HGNC:27880	ANKRD13D	ankyrin repeat domain 13D	615126	ENST00000511455.7	NM_207354.3
HGNC:23431	ANKRD14	symbol withdrawn, see [HGNC:26724](/data/gene-symbol-report/#!/hgnc_id/HGNC:26724)			
HGNC:23471	ANKRD16	ankyrin repeat domain 16	618017	ENST00000380094.10	NM_019046.3
HGNC:23575	ANKRD17	ankyrin repeat domain 17	615929	ENST00000358602.9	NM_032217.5
HGNC:55556	ANKRD17-DT	ANKRD17 divergent transcript			
HGNC:23643	ANKRD18A	ankyrin repeat domain 18A		ENST00000399703.6	NM_147195.4
HGNC:23644	ANKRD18B	ankyrin repeat domain 18B	618930	ENST00000684830.1	NM_001393611.1
HGNC:43601	ANKRD18CP	ankyrin repeat domain 18C, pseudogene			
HGNC:28016	ANKRD18DP	ankyrin repeat domain 18D, pseudogene			
HGNC:43609	ANKRD18EP	ankyrin repeat domain 18E, pseudogene			
HGNC:22567	ANKRD19P	ankyrin repeat domain 19, pseudogene			
HGNC:23665	ANKRD20A1	ankyrin repeat domain 20 family member A1		ENST00000562196.6	NM_032250.5
HGNC:31979	ANKRD20A2P	ankyrin repeat domain 20 family member A2, pseudogene			
HGNC:31981	ANKRD20A3P	ankyrin repeat domain 20 family member A3, pseudogene			
HGNC:31982	ANKRD20A4P	ankyrin repeat domain 20 family member A4, pseudogene			
HGNC:33833	ANKRD20A5P	ankyrin repeat domain 20 family member A5, pseudogene			
HGNC:37714	ANKRD20A6P	ankyrin repeat domain 20 family member A6, pseudogene			
HGNC:31980	ANKRD20A7P	ankyrin repeat domain 20 family member A7, pseudogene			
